,0,1
1835,6ztstiyZL6FXzh4aG46ZPD,"['Earth, Wind', '1979', 'Boogie Wonderland', {'danceability': 0.802, 'energy': 0.756, 'key': 2, 'loudness': -10.791, 'mode': 0, 'speechiness': 0.0349, 'acousticness': 0.0843, 'instrumentalness': 0.00765, 'liveness': 0.0521, 'valence': 0.963, 'tempo': 131.715, 'type': 'audio_features', 'id': '6ztstiyZL6FXzh4aG46ZPD', 'uri': 'spotify:track:6ztstiyZL6FXzh4aG46ZPD', 'track_href': 'https://api.spotify.com/v1/tracks/6ztstiyZL6FXzh4aG46ZPD', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6ztstiyZL6FXzh4aG46ZPD', 'duration_ms': 288293, 'time_signature': 4}]"
1836,608xszaAxVh4m7NcKJiAbF,"['Eagles', '1975', 'One of These Nights', {'danceability': 0.655, 'energy': 0.606, 'key': 7, 'loudness': -10.385, 'mode': 1, 'speechiness': 0.0285, 'acousticness': 0.0603, 'instrumentalness': 0.0789, 'liveness': 0.0757, 'valence': 0.765, 'tempo': 110.061, 'type': 'audio_features', 'id': '608xszaAxVh4m7NcKJiAbF', 'uri': 'spotify:track:608xszaAxVh4m7NcKJiAbF', 'track_href': 'https://api.spotify.com/v1/tracks/608xszaAxVh4m7NcKJiAbF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/608xszaAxVh4m7NcKJiAbF', 'duration_ms': 291686, 'time_signature': 4}]"
1837,5MLLuLqPdUlx8bfKtdkLwO,"['Eagles', '1975', 'Best of My Love', {'danceability': 0.559, 'energy': 0.393, 'key': 0, 'loudness': -11.095, 'mode': 1, 'speechiness': 0.0237, 'acousticness': 0.717, 'instrumentalness': 0, 'liveness': 0.0532, 'valence': 0.669, 'tempo': 90.105, 'type': 'audio_features', 'id': '5MLLuLqPdUlx8bfKtdkLwO', 'uri': 'spotify:track:5MLLuLqPdUlx8bfKtdkLwO', 'track_href': 'https://api.spotify.com/v1/tracks/5MLLuLqPdUlx8bfKtdkLwO', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5MLLuLqPdUlx8bfKtdkLwO', 'duration_ms': 274891, 'time_signature': 4}]"
1838,7paiew5fG14JcbGCCpJ0P5,"['Eagles', '1976', 'Take It to the Limit', {'danceability': 0.435, 'energy': 0.423, 'key': 11, 'loudness': -8.795, 'mode': 1, 'speechiness': 0.024, 'acousticness': 0.0916, 'instrumentalness': 0.000659, 'liveness': 0.132, 'valence': 0.451, 'tempo': 91.137, 'type': 'audio_features', 'id': '7paiew5fG14JcbGCCpJ0P5', 'uri': 'spotify:track:7paiew5fG14JcbGCCpJ0P5', 'track_href': 'https://api.spotify.com/v1/tracks/7paiew5fG14JcbGCCpJ0P5', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7paiew5fG14JcbGCCpJ0P5', 'duration_ms': 287091, 'time_signature': 3}]"
1839,40riOy7x9W7GXjyGp4pjAv,"['Eagles', '1977', 'Hotel California', {'danceability': 0.579, 'energy': 0.508, 'key': 2, 'loudness': -9.484, 'mode': 1, 'speechiness': 0.027, 'acousticness': 0.00574, 'instrumentalness': 0.000494, 'liveness': 0.0575, 'valence': 0.609, 'tempo': 147.125, 'type': 'audio_features', 'id': '40riOy7x9W7GXjyGp4pjAv', 'uri': 'spotify:track:40riOy7x9W7GXjyGp4pjAv', 'track_href': 'https://api.spotify.com/v1/tracks/40riOy7x9W7GXjyGp4pjAv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/40riOy7x9W7GXjyGp4pjAv', 'duration_ms': 391376, 'time_signature': 4}]"
1840,6Zyz8lsnMFpIrCTuvGurCB,"['Eagles', '1977', 'New Kid in Town', {'danceability': 0.649, 'energy': 0.425, 'key': 4, 'loudness': -9.811, 'mode': 1, 'speechiness': 0.0267, 'acousticness': 0.378, 'instrumentalness': 0.0013, 'liveness': 0.108, 'valence': 0.651, 'tempo': 107.383, 'type': 'audio_features', 'id': '6Zyz8lsnMFpIrCTuvGurCB', 'uri': 'spotify:track:6Zyz8lsnMFpIrCTuvGurCB', 'track_href': 'https://api.spotify.com/v1/tracks/6Zyz8lsnMFpIrCTuvGurCB', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6Zyz8lsnMFpIrCTuvGurCB', 'duration_ms': 304926, 'time_signature': 4}]"
1841,2bzgKuK3pVez40qUvo8sYr,"['Eagles', '1980', 'Heartache Tonight', {'danceability': 0.81, 'energy': 0.511, 'key': 0, 'loudness': -6.454, 'mode': 1, 'speechiness': 0.0409, 'acousticness': 0.0778, 'instrumentalness': 0.000226, 'liveness': 0.0714, 'valence': 0.858, 'tempo': 113.153, 'type': 'audio_features', 'id': '2bzgKuK3pVez40qUvo8sYr', 'uri': 'spotify:track:2bzgKuK3pVez40qUvo8sYr', 'track_href': 'https://api.spotify.com/v1/tracks/2bzgKuK3pVez40qUvo8sYr', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2bzgKuK3pVez40qUvo8sYr', 'duration_ms': 265678, 'time_signature': 4}]"
1842,02BsTeJE4q5gWOTt58ur5U,"['Eagles', '1980', ""I Can't Tell You Why"", {'danceability': 0.707, 'energy': 0.346, 'key': 11, 'loudness': -12.397, 'mode': 0, 'speechiness': 0.0251, 'acousticness': 0.69, 'instrumentalness': 0.145, 'liveness': 0.1, 'valence': 0.49, 'tempo': 85.094, 'type': 'audio_features', 'id': '02BsTeJE4q5gWOTt58ur5U', 'uri': 'spotify:track:02BsTeJE4q5gWOTt58ur5U', 'track_href': 'https://api.spotify.com/v1/tracks/02BsTeJE4q5gWOTt58ur5U', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/02BsTeJE4q5gWOTt58ur5U', 'duration_ms': 295050, 'time_signature': 4}]"
1843,2YOwVfcUTRjNpcLny4UC4r,"['Eagles', '1980', 'The Long Run', {'danceability': 0.803, 'energy': 0.521, 'key': 0, 'loudness': -7.775, 'mode': 1, 'speechiness': 0.0276, 'acousticness': 0.139, 'instrumentalness': 0.00899, 'liveness': 0.081, 'valence': 0.969, 'tempo': 99.46, 'type': 'audio_features', 'id': '2YOwVfcUTRjNpcLny4UC4r', 'uri': 'spotify:track:2YOwVfcUTRjNpcLny4UC4r', 'track_href': 'https://api.spotify.com/v1/tracks/2YOwVfcUTRjNpcLny4UC4r', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2YOwVfcUTRjNpcLny4UC4r', 'duration_ms': 221234, 'time_signature': 4}]"
1844,4twhYPDyCP6ICeW3TtQVxP,"['Minnie Riperton', '1975', ""Lovin' You"", {'danceability': 0.392, 'energy': 0.213, 'key': 9, 'loudness': -12.494, 'mode': 1, 'speechiness': 0.0415, 'acousticness': 0.903, 'instrumentalness': 1.01e-06, 'liveness': 0.12, 'valence': 0.312, 'tempo': 100.518, 'type': 'audio_features', 'id': '4twhYPDyCP6ICeW3TtQVxP', 'uri': 'spotify:track:4twhYPDyCP6ICeW3TtQVxP', 'track_href': 'https://api.spotify.com/v1/tracks/4twhYPDyCP6ICeW3TtQVxP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4twhYPDyCP6ICeW3TtQVxP', 'duration_ms': 203507, 'time_signature': 3}]"
1845,40NRm1ZLvZpUSCUXAGGZ8J,"['Carl Douglas', '1975', 'Kung Fu Fighting', {'danceability': 0.598, 'energy': 0.673, 'key': 2, 'loudness': -10.431, 'mode': 1, 'speechiness': 0.0693, 'acousticness': 0.0422, 'instrumentalness': 6.84e-05, 'liveness': 0.289, 'valence': 0.59, 'tempo': 102.035, 'type': 'audio_features', 'id': '40NRm1ZLvZpUSCUXAGGZ8J', 'uri': 'spotify:track:40NRm1ZLvZpUSCUXAGGZ8J', 'track_href': 'https://api.spotify.com/v1/tracks/40NRm1ZLvZpUSCUXAGGZ8J', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/40NRm1ZLvZpUSCUXAGGZ8J', 'duration_ms': 197693, 'time_signature': 4}]"
1846,2H5nsVLjDwWsxfyajm0lVS,"['Average White Band', '1975', 'Pick Up the Pieces', {'danceability': 0.77, 'energy': 0.858, 'key': 10, 'loudness': -7.086, 'mode': 0, 'speechiness': 0.0492, 'acousticness': 0.0106, 'instrumentalness': 0.685, 'liveness': 0.0298, 'valence': 0.76, 'tempo': 109.883, 'type': 'audio_features', 'id': '2H5nsVLjDwWsxfyajm0lVS', 'uri': 'spotify:track:2H5nsVLjDwWsxfyajm0lVS', 'track_href': 'https://api.spotify.com/v1/tracks/2H5nsVLjDwWsxfyajm0lVS', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2H5nsVLjDwWsxfyajm0lVS', 'duration_ms': 234587, 'time_signature': 4}]"
1847,2R6ryTnnqOci2Ms19wMNzB,"['Average White Band', '1975', 'Cut the Cake', {'danceability': 0.843, 'energy': 0.779, 'key': 7, 'loudness': -8.088, 'mode': 1, 'speechiness': 0.0736, 'acousticness': 0.235, 'instrumentalness': 0.837, 'liveness': 0.041, 'valence': 0.965, 'tempo': 108.877, 'type': 'audio_features', 'id': '2R6ryTnnqOci2Ms19wMNzB', 'uri': 'spotify:track:2R6ryTnnqOci2Ms19wMNzB', 'track_href': 'https://api.spotify.com/v1/tracks/2R6ryTnnqOci2Ms19wMNzB', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2R6ryTnnqOci2Ms19wMNzB', 'duration_ms': 244987, 'time_signature': 4}]"
1848,4wzUmBC4ZrF92IE1hPCTJp,"['Van McCoy', '1975', 'The Hustle', {'danceability': 0.637, 'energy': 0.624, 'key': 0, 'loudness': -17.81, 'mode': 1, 'speechiness': 0.0622, 'acousticness': 0.0401, 'instrumentalness': 0.51, 'liveness': 0.0627, 'valence': 0.747, 'tempo': 110.278, 'type': 'audio_features', 'id': '4wzUmBC4ZrF92IE1hPCTJp', 'uri': 'spotify:track:4wzUmBC4ZrF92IE1hPCTJp', 'track_href': 'https://api.spotify.com/v1/tracks/4wzUmBC4ZrF92IE1hPCTJp', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4wzUmBC4ZrF92IE1hPCTJp', 'duration_ms': 253684, 'time_signature': 4}]"
1849,3GGcwG519BTMdvMeFy7meT,"['Labelle', '1975', 'Lady Marmalade', {'danceability': 0.571, 'energy': 0.652, 'key': 2, 'loudness': -11.034, 'mode': 0, 'speechiness': 0.0499, 'acousticness': 0.551, 'instrumentalness': 0, 'liveness': 0.0598, 'valence': 0.947, 'tempo': 117.956, 'type': 'audio_features', 'id': '3GGcwG519BTMdvMeFy7meT', 'uri': 'spotify:track:3GGcwG519BTMdvMeFy7meT', 'track_href': 'https://api.spotify.com/v1/tracks/3GGcwG519BTMdvMeFy7meT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3GGcwG519BTMdvMeFy7meT', 'duration_ms': 235267, 'time_signature': 4}]"
1850,7eQyTHRRxYkyUh8JRNOw09,"['Major Harris', '1975', ""Love Won't Let Me Wait"", {'danceability': 0.569, 'energy': 0.205, 'key': 9, 'loudness': -17.148, 'mode': 1, 'speechiness': 0.0358, 'acousticness': 0.919, 'instrumentalness': 1.94e-06, 'liveness': 0.0894, 'valence': 0.327, 'tempo': 115.705, 'type': 'audio_features', 'id': '7eQyTHRRxYkyUh8JRNOw09', 'uri': 'spotify:track:7eQyTHRRxYkyUh8JRNOw09', 'track_href': 'https://api.spotify.com/v1/tracks/7eQyTHRRxYkyUh8JRNOw09', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7eQyTHRRxYkyUh8JRNOw09', 'duration_ms': 333093, 'time_signature': 3}]"
1851,1R9EHsvzpXwOvlGkgDmE55,"['Ozark Mountain Daredevils', '1975', 'Jackie Blue', {'danceability': 0.562, 'energy': 0.538, 'key': 1, 'loudness': -9.937, 'mode': 1, 'speechiness': 0.0275, 'acousticness': 0.362, 'instrumentalness': 0.00315, 'liveness': 0.0411, 'valence': 0.962, 'tempo': 107.096, 'type': 'audio_features', 'id': '1R9EHsvzpXwOvlGkgDmE55', 'uri': 'spotify:track:1R9EHsvzpXwOvlGkgDmE55', 'track_href': 'https://api.spotify.com/v1/tracks/1R9EHsvzpXwOvlGkgDmE55', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1R9EHsvzpXwOvlGkgDmE55', 'duration_ms': 250120, 'time_signature': 4}]"
1852,500h8jAdr7LvzzXlm1qxtK,"['Pilot', '1975', 'Magic', {'danceability': 0.394, 'energy': 0.589, 'key': 9, 'loudness': -6.68, 'mode': 0, 'speechiness': 0.0608, 'acousticness': 0.346, 'instrumentalness': 0, 'liveness': 0.134, 'valence': 0.727, 'tempo': 203.176, 'type': 'audio_features', 'id': '500h8jAdr7LvzzXlm1qxtK', 'uri': 'spotify:track:500h8jAdr7LvzzXlm1qxtK', 'track_href': 'https://api.spotify.com/v1/tracks/500h8jAdr7LvzzXlm1qxtK', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/500h8jAdr7LvzzXlm1qxtK', 'duration_ms': 186333, 'time_signature': 4}]"
1853,4Ah5bNVgK4dQ7w4BRyBdzI,"[""Sgt. Pepper's Lonely Hearts Club Band"", '1975', 'Lucy in the Sky with Diamonds', {'danceability': 0.225, 'energy': 0.127, 'key': 5, 'loudness': -18.55, 'mode': 0, 'speechiness': 0.0378, 'acousticness': 0.966, 'instrumentalness': 0.762, 'liveness': 0.358, 'valence': 0.0826, 'tempo': 144.146, 'type': 'audio_features', 'id': '4Ah5bNVgK4dQ7w4BRyBdzI', 'uri': 'spotify:track:4Ah5bNVgK4dQ7w4BRyBdzI', 'track_href': 'https://api.spotify.com/v1/tracks/4Ah5bNVgK4dQ7w4BRyBdzI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4Ah5bNVgK4dQ7w4BRyBdzI', 'duration_ms': 597029, 'time_signature': 4}]"
1854,6iXQrhhgBisdfvS34EMTZ3,"['Barry Manilow', '1975', 'Mandy', {'danceability': 0.308, 'energy': 0.464, 'key': 10, 'loudness': -9.032, 'mode': 1, 'speechiness': 0.0279, 'acousticness': 0.418, 'instrumentalness': 2.49e-06, 'liveness': 0.143, 'valence': 0.318, 'tempo': 103.734, 'type': 'audio_features', 'id': '6iXQrhhgBisdfvS34EMTZ3', 'uri': 'spotify:track:6iXQrhhgBisdfvS34EMTZ3', 'track_href': 'https://api.spotify.com/v1/tracks/6iXQrhhgBisdfvS34EMTZ3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6iXQrhhgBisdfvS34EMTZ3', 'duration_ms': 213333, 'time_signature': 4}]"
1855,6FDrn47S3Q4s9rhLHm4um0,"['Barry Manilow', '1975', 'Could It Be Magic', {'danceability': 0.315, 'energy': 0.506, 'key': 0, 'loudness': -7.283, 'mode': 0, 'speechiness': 0.0347, 'acousticness': 0.85, 'instrumentalness': 0.0405, 'liveness': 0.131, 'valence': 0.291, 'tempo': 122.913, 'type': 'audio_features', 'id': '6FDrn47S3Q4s9rhLHm4um0', 'uri': 'spotify:track:6FDrn47S3Q4s9rhLHm4um0', 'track_href': 'https://api.spotify.com/v1/tracks/6FDrn47S3Q4s9rhLHm4um0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6FDrn47S3Q4s9rhLHm4um0', 'duration_ms': 409053, 'time_signature': 4}]"
1856,5VaIpSG3p8Drvq7Tnn7WwE,"['Barry Manilow', '1976', 'I Write the Songs', {'danceability': 0.397, 'energy': 0.381, 'key': 3, 'loudness': -8.553, 'mode': 1, 'speechiness': 0.0294, 'acousticness': 0.835, 'instrumentalness': 0, 'liveness': 0.0829, 'valence': 0.423, 'tempo': 148.649, 'type': 'audio_features', 'id': '5VaIpSG3p8Drvq7Tnn7WwE', 'uri': 'spotify:track:5VaIpSG3p8Drvq7Tnn7WwE', 'track_href': 'https://api.spotify.com/v1/tracks/5VaIpSG3p8Drvq7Tnn7WwE', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5VaIpSG3p8Drvq7Tnn7WwE', 'duration_ms': 239187, 'time_signature': 4}]"
1857,1aPvESfIvGHoZ3fGRbWb3i,"['Barry Manilow', '1976', ""Tryin' to Get the Feeling Again"", {'danceability': 0.273, 'energy': 0.517, 'key': 3, 'loudness': -10.743, 'mode': 1, 'speechiness': 0.045, 'acousticness': 0.586, 'instrumentalness': 5.55e-05, 'liveness': 0.111, 'valence': 0.288, 'tempo': 139.4, 'type': 'audio_features', 'id': '1aPvESfIvGHoZ3fGRbWb3i', 'uri': 'spotify:track:1aPvESfIvGHoZ3fGRbWb3i', 'track_href': 'https://api.spotify.com/v1/tracks/1aPvESfIvGHoZ3fGRbWb3i', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1aPvESfIvGHoZ3fGRbWb3i', 'duration_ms': 230200, 'time_signature': 4}]"
1858,3QqO9FxVrikwo7kS5ls3kQ,"['Barry Manilow', '1977', 'Looks Like We Made It', {'danceability': 0.297, 'energy': 0.481, 'key': 0, 'loudness': -7.681, 'mode': 1, 'speechiness': 0.0278, 'acousticness': 0.574, 'instrumentalness': 0.00352, 'liveness': 0.094, 'valence': 0.456, 'tempo': 139.896, 'type': 'audio_features', 'id': '3QqO9FxVrikwo7kS5ls3kQ', 'uri': 'spotify:track:3QqO9FxVrikwo7kS5ls3kQ', 'track_href': 'https://api.spotify.com/v1/tracks/3QqO9FxVrikwo7kS5ls3kQ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3QqO9FxVrikwo7kS5ls3kQ', 'duration_ms': 213973, 'time_signature': 4}]"
1859,5XWmnuSMexMy6WRYz5rSfq,"['Barry Manilow', '1977', 'Weekend in New England', {'danceability': 0.245, 'energy': 0.397, 'key': 0, 'loudness': -6.997, 'mode': 1, 'speechiness': 0.0272, 'acousticness': 0.568, 'instrumentalness': 1.83e-05, 'liveness': 0.171, 'valence': 0.244, 'tempo': 80.427, 'type': 'audio_features', 'id': '5XWmnuSMexMy6WRYz5rSfq', 'uri': 'spotify:track:5XWmnuSMexMy6WRYz5rSfq', 'track_href': 'https://api.spotify.com/v1/tracks/5XWmnuSMexMy6WRYz5rSfq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5XWmnuSMexMy6WRYz5rSfq', 'duration_ms': 226920, 'time_signature': 3}]"
1860,7qUTZEf6bgiApJEXpMAH5y,"['Barry Manilow', '1978', ""Can't Smile Without You"", {'danceability': 0.419, 'energy': 0.516, 'key': 7, 'loudness': -9.937, 'mode': 1, 'speechiness': 0.0335, 'acousticness': 0.494, 'instrumentalness': 4.41e-06, 'liveness': 0.148, 'valence': 0.476, 'tempo': 97.884, 'type': 'audio_features', 'id': '7qUTZEf6bgiApJEXpMAH5y', 'uri': 'spotify:track:7qUTZEf6bgiApJEXpMAH5y', 'track_href': 'https://api.spotify.com/v1/tracks/7qUTZEf6bgiApJEXpMAH5y', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7qUTZEf6bgiApJEXpMAH5y', 'duration_ms': 193440, 'time_signature': 4}]"
1861,3hWOGUIOcqKDoVpFBLp9Qc,"['Barry Manilow', '1978', 'Copacabana', {'danceability': 0.763, 'energy': 0.666, 'key': 9, 'loudness': -7.914, 'mode': 0, 'speechiness': 0.0445, 'acousticness': 0.542, 'instrumentalness': 3.41e-05, 'liveness': 0.0972, 'valence': 0.801, 'tempo': 108.033, 'type': 'audio_features', 'id': '3hWOGUIOcqKDoVpFBLp9Qc', 'uri': 'spotify:track:3hWOGUIOcqKDoVpFBLp9Qc', 'track_href': 'https://api.spotify.com/v1/tracks/3hWOGUIOcqKDoVpFBLp9Qc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3hWOGUIOcqKDoVpFBLp9Qc', 'duration_ms': 241347, 'time_signature': 4}]"
1862,3PAyW4dkGxnWJNWzKNVWf5,"['Barry Manilow', '1979', 'Somewhere in the Night', {'danceability': 0.319, 'energy': 0.407, 'key': 2, 'loudness': -9.566, 'mode': 0, 'speechiness': 0.0261, 'acousticness': 0.31, 'instrumentalness': 0.0011, 'liveness': 0.346, 'valence': 0.347, 'tempo': 80.883, 'type': 'audio_features', 'id': '3PAyW4dkGxnWJNWzKNVWf5', 'uri': 'spotify:track:3PAyW4dkGxnWJNWzKNVWf5', 'track_href': 'https://api.spotify.com/v1/tracks/3PAyW4dkGxnWJNWzKNVWf5', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3PAyW4dkGxnWJNWzKNVWf5', 'duration_ms': 207467, 'time_signature': 4}]"
1863,6lOF261K1uiPZgKtureE90,"['Barry Manilow', '1980', 'Ships', {'danceability': 0.288, 'energy': 0.356, 'key': 1, 'loudness': -8.264, 'mode': 1, 'speechiness': 0.0309, 'acousticness': 0.719, 'instrumentalness': 0, 'liveness': 0.128, 'valence': 0.107, 'tempo': 125.928, 'type': 'audio_features', 'id': '6lOF261K1uiPZgKtureE90', 'uri': 'spotify:track:6lOF261K1uiPZgKtureE90', 'track_href': 'https://api.spotify.com/v1/tracks/6lOF261K1uiPZgKtureE90', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6lOF261K1uiPZgKtureE90', 'duration_ms': 248733, 'time_signature': 4}]"
1864,2cNAQlfTfPbfxAZjeqhoUa,"['Barry Manilow', '1981', 'I Made It Through the Rain', {'danceability': 0.326, 'energy': 0.312, 'key': 10, 'loudness': -10.307, 'mode': 1, 'speechiness': 0.0284, 'acousticness': 0.678, 'instrumentalness': 1.16e-06, 'liveness': 0.11, 'valence': 0.13, 'tempo': 137.115, 'type': 'audio_features', 'id': '2cNAQlfTfPbfxAZjeqhoUa', 'uri': 'spotify:track:2cNAQlfTfPbfxAZjeqhoUa', 'track_href': 'https://api.spotify.com/v1/tracks/2cNAQlfTfPbfxAZjeqhoUa', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2cNAQlfTfPbfxAZjeqhoUa', 'duration_ms': 264960, 'time_signature': 4}]"
1865,737c89v3Zdit8EUyNJ7KeS,"['Michael Martin Murphey', '1975', 'Wildfire', {'danceability': 0.602, 'energy': 0.24, 'key': 4, 'loudness': -18.565, 'mode': 1, 'speechiness': 0.0306, 'acousticness': 0.252, 'instrumentalness': 0.00101, 'liveness': 0.219, 'valence': 0.208, 'tempo': 79.989, 'type': 'audio_features', 'id': '737c89v3Zdit8EUyNJ7KeS', 'uri': 'spotify:track:737c89v3Zdit8EUyNJ7KeS', 'track_href': 'https://api.spotify.com/v1/tracks/737c89v3Zdit8EUyNJ7KeS', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/737c89v3Zdit8EUyNJ7KeS', 'duration_ms': 307867, 'time_signature': 4}]"
1866,2WQCzRvHubJxMIeCf2YhYG,"['Jessi Colter', '1975', ""I'm Not Lisa"", {'danceability': 0.444, 'energy': 0.185, 'key': 5, 'loudness': -12.159, 'mode': 1, 'speechiness': 0.0254, 'acousticness': 0.711, 'instrumentalness': 0.0384, 'liveness': 0.121, 'valence': 0.154, 'tempo': 79.168, 'type': 'audio_features', 'id': '2WQCzRvHubJxMIeCf2YhYG', 'uri': 'spotify:track:2WQCzRvHubJxMIeCf2YhYG', 'track_href': 'https://api.spotify.com/v1/tracks/2WQCzRvHubJxMIeCf2YhYG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2WQCzRvHubJxMIeCf2YhYG', 'duration_ms': 203107, 'time_signature': 4}]"
1867,5QN5JqcBJaaiYQ981sIniQ,"['Wings', '1975', 'Listen to What the Man Said', {'danceability': 0.518, 'energy': 0.546, 'key': 7, 'loudness': -10.71, 'mode': 1, 'speechiness': 0.0386, 'acousticness': 0.216, 'instrumentalness': 5.81e-05, 'liveness': 0.245, 'valence': 0.638, 'tempo': 113.205, 'type': 'audio_features', 'id': '5QN5JqcBJaaiYQ981sIniQ', 'uri': 'spotify:track:5QN5JqcBJaaiYQ981sIniQ', 'track_href': 'https://api.spotify.com/v1/tracks/5QN5JqcBJaaiYQ981sIniQ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5QN5JqcBJaaiYQ981sIniQ', 'duration_ms': 243067, 'time_signature': 4}]"
1868,3uiMBldZ07pW0ySHDX5gzE,"['Wings', '1976', 'Silly Love Songs', {'danceability': 0.742, 'energy': 0.471, 'key': 0, 'loudness': -10.767, 'mode': 1, 'speechiness': 0.0326, 'acousticness': 0.134, 'instrumentalness': 0.0903, 'liveness': 0.284, 'valence': 0.815, 'tempo': 124.95, 'type': 'audio_features', 'id': '3uiMBldZ07pW0ySHDX5gzE', 'uri': 'spotify:track:3uiMBldZ07pW0ySHDX5gzE', 'track_href': 'https://api.spotify.com/v1/tracks/3uiMBldZ07pW0ySHDX5gzE', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3uiMBldZ07pW0ySHDX5gzE', 'duration_ms': 354240, 'time_signature': 4}]"
1869,37RqEET1SYQaAcHDxDQLZY,"['Wings', '1976', ""Let 'Em In"", {'danceability': 0.761, 'energy': 0.482, 'key': 10, 'loudness': -11.849, 'mode': 1, 'speechiness': 0.0572, 'acousticness': 0.491, 'instrumentalness': 0.31, 'liveness': 0.0864, 'valence': 0.626, 'tempo': 88.054, 'type': 'audio_features', 'id': '37RqEET1SYQaAcHDxDQLZY', 'uri': 'spotify:track:37RqEET1SYQaAcHDxDQLZY', 'track_href': 'https://api.spotify.com/v1/tracks/37RqEET1SYQaAcHDxDQLZY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/37RqEET1SYQaAcHDxDQLZY', 'duration_ms': 311880, 'time_signature': 4}]"
1870,73JqQIGZUZxCVfY54RSpCH,"['Wings', '1978', 'With a Little Luck', {'danceability': 0.652, 'energy': 0.372, 'key': 6, 'loudness': -15.445, 'mode': 0, 'speechiness': 0.0321, 'acousticness': 0.069, 'instrumentalness': 0.000197, 'liveness': 0.0923, 'valence': 0.283, 'tempo': 111.984, 'type': 'audio_features', 'id': '73JqQIGZUZxCVfY54RSpCH', 'uri': 'spotify:track:73JqQIGZUZxCVfY54RSpCH', 'track_href': 'https://api.spotify.com/v1/tracks/73JqQIGZUZxCVfY54RSpCH', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/73JqQIGZUZxCVfY54RSpCH', 'duration_ms': 344773, 'time_signature': 4}]"
1871,3biofZjKYOw75cPE2oTSFo,"['Wings', '1979', 'Goodnight Tonight', {'danceability': 0.764, 'energy': 0.653, 'key': 1, 'loudness': -10.782, 'mode': 0, 'speechiness': 0.0468, 'acousticness': 0.126, 'instrumentalness': 0.00571, 'liveness': 0.125, 'valence': 0.924, 'tempo': 123.288, 'type': 'audio_features', 'id': '3biofZjKYOw75cPE2oTSFo', 'uri': 'spotify:track:3biofZjKYOw75cPE2oTSFo', 'track_href': 'https://api.spotify.com/v1/tracks/3biofZjKYOw75cPE2oTSFo', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3biofZjKYOw75cPE2oTSFo', 'duration_ms': 262227, 'time_signature': 4}]"
1872,5HQEmiV2lKnSO6qa2fsR7x,"['10cc', '1975', ""I'm Not in Love"", {'danceability': 0.404, 'energy': 0.523, 'key': 4, 'loudness': -15.7, 'mode': 1, 'speechiness': 0.0575, 'acousticness': 0.685, 'instrumentalness': 0.000498, 'liveness': 0.282, 'valence': 0.164, 'tempo': 133.738, 'type': 'audio_features', 'id': '5HQEmiV2lKnSO6qa2fsR7x', 'uri': 'spotify:track:5HQEmiV2lKnSO6qa2fsR7x', 'track_href': 'https://api.spotify.com/v1/tracks/5HQEmiV2lKnSO6qa2fsR7x', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5HQEmiV2lKnSO6qa2fsR7x', 'duration_ms': 366640, 'time_signature': 4}]"
